      Time     KB/s_in    KB/s_out
  21:29:52         0.0         0.0
  21:29:53         0.0         0.4
  21:29:54         0.0         0.0
  21:29:55         0.0         0.0
  21:29:56         0.0         0.0
  21:29:57         0.0         0.1
  21:29:58         0.1         0.1
  21:29:59         0.0         0.1
  21:30:00         0.0         0.0
  21:30:01         0.0         0.4
  21:30:02         0.0         0.0
  21:30:03         0.0         0.0
  21:30:04         0.0         0.0
  21:30:05         0.0         0.0
  21:30:06         0.0         0.0
  21:30:07         0.0         0.0
  21:30:08         0.0         0.0
  21:30:09         0.0         0.0
  21:30:10         0.0         0.0
  21:30:11         0.0         0.0
  21:30:12         0.0         0.0
  21:30:13         0.0         0.2
  21:30:14         0.1         0.0
  21:30:15         0.0         0.0
  21:30:16         0.0         0.1
  21:30:17         0.0         0.4
  21:30:18         0.0         0.0
  21:30:19         0.0         0.0
  21:30:20         0.0         0.0
  21:30:21         0.0         0.0
  21:30:22         0.0         0.0
  21:30:23         0.0         0.0
  21:30:24         0.0         0.0
  21:30:25         0.0         0.0
  21:30:26         0.0         0.0
  21:30:27         0.0         0.0
  21:30:28         0.0         0.0
  21:30:29         0.0         0.0
  21:30:30         0.0         0.0
  21:30:31         0.0         0.0
  21:30:32         0.0         0.0
  21:30:33         0.0         0.0
  21:30:34         0.0         0.0
  21:30:35         0.0         0.0
  21:30:36         0.0         0.0
  21:30:37         0.0         0.0
  21:30:38         0.0         0.0
  21:30:39         0.0         0.0
  21:30:40         0.0         0.0
  21:30:41         0.0         0.0
  21:30:42         0.0         0.0
  21:30:43         0.0         0.1
  21:30:44         0.0         0.0
  21:30:45         0.0         0.0
  21:30:46         0.0         0.0
  21:30:47         0.1         0.1
  21:30:48         0.0         0.0
  21:30:49         0.0         0.6
  21:30:50         0.0         0.0
  21:30:51         0.0         0.0
  21:30:52         0.0         0.0
  21:30:53         0.0         0.0
  21:30:54         0.0         0.0
  21:30:55         0.0         0.0
  21:30:56         0.0         0.0
  21:30:57         0.0         0.0
  21:30:58         0.0         0.0
  21:30:59         0.0         0.0
  21:31:00         0.0         0.0
  21:31:01         0.0         0.0
  21:31:02         0.0         0.0
  21:31:03         0.0         0.0
  21:31:04         0.0         0.0
  21:31:05         0.0         0.0
  21:31:06         0.0         0.0
  21:31:07         0.0         0.0
  21:31:08         0.0         0.0
  21:31:09         0.0         0.0
  21:31:10         0.0         0.0
  21:31:11         0.0         0.0
  21:31:12         0.0         0.0
  21:31:13         0.0         0.0
  21:31:14         0.0         0.0
  21:31:15         0.0         0.0
  21:31:16         0.0         0.0
  21:31:17         0.0         0.0
  21:31:18         0.0         0.0
  21:31:19         0.0         0.0
  21:31:20         0.0         0.0
  21:31:21         0.0         0.0
  21:31:22         0.0         0.0
  21:31:23         0.0         0.0
  21:31:24         0.0         0.0
  21:31:25         0.0         0.0
  21:31:26         0.0         0.0
  21:31:27         0.0         0.0
  21:31:28         0.0         0.0
  21:31:29         0.0         0.0
  21:31:30         0.0         0.0
  21:31:31         0.0         0.0
  21:31:32         0.0         0.0
  21:31:33         0.0         0.0
  21:31:34         0.0         0.0
  21:31:35         0.0         0.0
  21:31:36         0.0         0.0
  21:31:37         0.0         0.0
  21:31:38         0.0         0.0
  21:31:39         0.0         0.0
  21:31:40         0.0         0.0
  21:31:41         0.0         0.0
  21:31:42         0.0         0.0
  21:31:43         0.0         0.0
  21:31:44         0.0         0.1
  21:31:45         0.0         0.0
  21:31:46         0.0         0.0
  21:31:47         0.0         0.0
  21:31:48         0.0         0.1
  21:31:49         0.0         0.0
  21:31:50         0.0         0.0
  21:31:51         0.0         0.0
  21:31:52         0.0         0.1
  21:31:53         0.0         0.4
  21:31:54         0.0         0.0
  21:31:55         0.0         0.0
  21:31:56         0.0         0.0
  21:31:57         0.1         0.1
  21:31:58         0.0         0.0
  21:31:59         0.0         0.0
  21:32:00         0.0         0.0
  21:32:01         0.0         0.0
  21:32:02         0.0         0.0
  21:32:03         0.0         0.0
  21:32:04         0.0         0.0
  21:32:05         0.0         0.0
  21:32:06         0.0         0.0
  21:32:07         0.0         0.0
  21:32:08         0.0         0.0
  21:32:09         0.0         0.0
  21:32:10         0.0         0.0
  21:32:11         0.0         0.0
  21:32:12         0.0         0.0
  21:32:13         0.0         0.0
  21:32:14         0.0         0.0
  21:32:15         0.0         0.0
  21:32:16         0.0         0.0
  21:32:17         0.0         0.0
  21:32:18         0.0         0.0
  21:32:19         0.0         0.0
  21:32:20         0.0         0.0
  21:32:21         0.0         0.0
  21:32:22         0.0         0.0
  21:32:23         0.0         0.0
  21:32:24         0.0         0.0
  21:32:25         0.0         0.0
  21:32:26         0.0         0.0
  21:32:27         0.0         0.0
  21:32:28         0.0         0.0
  21:32:29         0.0         0.0
  21:32:30         0.0         0.0
  21:32:31         0.0         0.0
  21:32:32         0.0         0.0
  21:32:33         0.0         0.0
  21:32:34         0.0         0.0
  21:32:35         0.0         0.0
  21:32:36         0.0         0.0
  21:32:37         0.0         0.0
  21:32:38         0.0         0.0
  21:32:39         0.0         0.0
  21:32:40         0.0         0.0
  21:32:41         0.0         0.0
  21:32:42         0.0         0.0
  21:32:43         0.0         0.0
  21:32:44         0.0         0.0
  21:32:45         0.0         0.0
  21:32:46         0.0         0.0
  21:32:47         0.0         0.0
