time_s,cwnd_bytes,cwnd_pkts,bytes_in_flight,srtt_ms,rtt_sample_ms,rtt_min_ms,rtt_max_ms,rtt_var_ms,pacing_rate_Bps,pkts_sent,pkts_lost,timer_losses,cc_algo,ecn_ect1,ecn_ce,prague_alpha
0.014,15360,10,0,21.0,20.1,20.1,21.2,4.7,913937,5,1,1,prague,4,0,0.000
0.007,15360,10,0,24.4,35.5,20.1,35.5,8.5,787175,7,1,1,prague,7,0,0.000
0.007,15360,10,0,46.5,85.3,20.1,95.1,35.1,412965,14,1,1,prague,14,0,0.000
0.008,15360,10,0,44.2,28.3,20.1,95.1,30.9,434202,15,1,1,prague,15,0,0.000
0.029,15360,10,11520,42.2,28.1,20.1,95.1,27.2,454987,25,1,1,prague,17,0,0.000
0.032,15360,10,10080,39.8,23.4,20.1,95.1,25.1,481830,26,1,1,prague,19,0,0.000
0.035,15360,10,8640,37.7,22.3,20.1,95.1,23.2,509919,27,1,1,prague,21,0,0.000
0.040,15360,10,8640,35.5,20.2,20.1,95.1,21.8,541363,29,1,1,prague,23,0,0.000
0.046,15360,10,8640,33.6,20.1,20.1,95.1,20.2,572263,31,1,1,prague,25,0,0.000
0.053,15360,10,10080,31.9,20.1,20.1,95.1,18.5,602409,34,1,1,prague,27,0,0.000
0.060,15360,10,11520,30.4,20.2,20.1,95.1,16.8,631412,37,1,1,prague,29,0,0.000
0.064,15360,10,11520,29.1,20.1,20.1,95.1,15.2,659250,39,1,1,prague,31,0,0.000
0.068,15360,10,11520,28.0,20.1,20.1,95.1,13.6,685763,41,1,1,prague,33,0,0.000
0.075,15360,10,12960,27.0,20.2,20.1,95.1,12.2,710611,44,1,1,prague,35,0,0.000
0.079,15360,10,12960,26.2,20.1,20.1,95.1,10.8,734001,46,1,1,prague,37,0,0.000
0.083,15360,10,12960,25.4,20.2,20.1,95.1,9.6,755637,48,1,1,prague,39,0,0.000
0.087,15360,10,12960,24.8,20.2,20.1,95.1,8.5,775569,50,1,1,prague,41,0,0.000
0.091,18208,12,12960,24.2,20.2,20.1,95.1,7.5,941195,52,1,1,prague,43,0,0.000
0.096,18208,12,15840,23.7,20.2,20.1,95.1,6.7,961026,56,1,1,prague,45,0,0.000
0.099,21056,14,15840,23.2,20.2,20.1,95.1,5.9,1132432,58,1,1,prague,47,0,0.000
0.104,21056,14,18720,22.9,20.1,20.1,95.1,5.2,1151658,62,1,1,prague,49,0,0.000
0.107,23904,16,18720,22.5,20.1,20.1,95.1,4.6,1327115,64,1,1,prague,51,0,0.000
0.111,26752,18,21600,22.2,20.1,20.1,95.1,4.0,1505289,68,1,1,prague,53,0,0.000
0.113,26752,18,23040,22.0,20.2,20.1,95.1,3.5,1522422,71,1,1,prague,55,0,0.000
0.116,26752,18,24480,21.7,20.1,20.1,95.1,3.1,1538461,74,1,1,prague,57,0,0.000
0.119,29600,20,24480,21.6,20.4,20.1,95.1,2.7,1715504,76,1,1,prague,59,0,0.000
0.123,32448,22,27360,21.6,21.5,20.1,95.1,2.0,1881697,80,1,1,prague,61,0,0.000
0.126,35296,24,30240,21.6,22.2,20.1,95.1,1.7,2039099,84,1,1,prague,63,0,0.000
0.130,38144,26,33120,21.8,22.6,20.1,95.1,1.5,2191680,88,1,1,prague,65,0,0.000
